Symbol	Synonyms	chromosome	strand	start	end	GeneID	ensembl_id
MIR520D	MIRN520D	19	1.0	53720096.0	53720182.0	574482	ENSG00000207735
MIR517B	MIRN517B|mir-517b	19	1.0	53721076.0	53721142.0	574483	ENSG00000207837
MIR520G	MIRN520G|mir-520g	19	1.0	53722166.0	53722255.0	574484	ENSG00000207799
MIR516B2	MIRN516-3|MIRN516B-2|MIRN516B2|mir-516b-2	19	1.0	53725442.0	53725526.0	574485	ENSG00000207925
MIR526A2	MIRN526A-2|MIRN526A2	19	1.0	53726922.0	53726986.0	574486	ENSG00000211532
MIR518E	MIRN518E|mir-518e	19	1.0	53729838.0	53729925.0	574487	ENSG00000207987
MIR518A1	MIRN518A-1|MIRN518A1|mir-518a-1	19	1.0	53731006.0	53731090.0	574488	ENSG00000207803
MIR518D	MIRN518D	19	1.0	53734877.0	53734963.0	574489	ENSG00000283330
MIR516B1	MIRN516-4|MIRN516B-1|MIRN516B1|mir-516b-1	19	1.0	53736845.0	53736934.0	574490	ENSG00000207946
MIR518A2	MIRN518A-2|MIRN518A2|mir-518a-2	19	1.0	53739333.0	53739419.0	574491	ENSG00000207699
MIR517C	MIRN517C	19	1.0	53741313.0	53741407.0	574492	ENSG00000207838
MIR520H	MIRN520H	19	1.0	53742512.0	53742599.0	574493	ENSG00000207861
MIR521-1	MIRN521-1|mir-521-1	19	1.0	53748636.0	53748722.0	574494	ENSG00000207634
MIR522	MIRN522|hsa-mir-522|mir-522	19	1.0	53751211.0	53751297.0	574495	ENSG00000283685
MIR519A1	MIRN519A-1|MIRN519A1|mir-519a-1	19	1.0	53752397.0	53752481.0	574496	ENSG00000207992
MIR527	MIRN527|hsa-mir-527	19	1.0	53754018.0	53754102.0	574497	ENSG00000207979
MIR516A1	MIRN516-1|MIRN516A-1|MIRN516A1|mir-516a-1	19	1.0	53756741.0	53756830.0	574498	ENSG00000207767
MIR516A2	MIRN516-2|MIRN516A-2|MIRN516A2|mir-516a-2	19	1.0	53761133.0	53761222.0	574499	ENSG00000207620
MIR519A2	MIRN519A-2|MIRN519A2|mir-519a-2	19	1.0	53762344.0	53762430.0	574500	ENSG00000284362
MIR499A	MIR499|MIRN499|hsa-mir-499a|mir-499a	20	1.0	34990376.0	34990497.0	574501	ENSG00000207635
MIR500A	MIR500|MIRN500|hsa-mir-500|hsa-mir-500a|mir-500a	X	1.0	50008431.0	50008514.0	574502	ENSG00000207785
MIR501	MIRN501|hsa-mir-501|mir-501	X	1.0	50009722.0	50009805.0	574503	ENSG00000211538
MIR502	MIRN502|hsa-mir-502|mir-502	X	1.0	50014598.0	50014683.0	574504	ENSG00000272080
MIR450A2	MIRN450-2|MIRN450A-2|MIRN450A2|mir-450a-2	X	-1.0	134540508.0	134540607.0	574505	ENSG00000207755
MIR503	MIRN503|hsa-mir-503|mir-503	X	-1.0	134546328.0	134546398.0	574506	ENSG00000208005
MIR504	MIRN504|hsa-mir-504|mir-504	X	-1.0	138667711.0	138667793.0	574507	ENSG00000207800
MIR505	MIRN505|hsa-mir-505|mir-505	X	-1.0	139924148.0	139924231.0	574508	ENSG00000207633
MIR513A1	MIRN513-1|MIRN513A1	X	-1.0	147213463.0	147213591.0	574509	ENSG00000207873
MIR513A2	MIRN513-2|MIRN513A-2|MIRN513A2|hsa-mir-513a-2	X	-1.0	147225826.0	147225952.0	574510	ENSG00000207984
MIR506	MIRN506|hsa-mir-506|mir-506	X	-1.0	147230720.0	147230843.0	574511	ENSG00000207731
MIR507	MIRN507|hsa-mir-507|mir-507	X	-1.0	147230984.0	147231077.0	574512	ENSG00000207969
MIR508	MIRN508|hsa-mir-508	X	-1.0	147236913.0	147237027.0	574513	ENSG00000207589
MIR509-1	MIRN509|MIRN509-1|hsa-mir-509|mir-509-1	X	-1.0	147260532.0	147260625.0	574514	ENSG00000208000
MIR510	MIRN510|hsa-mir-510|mir-510	X	-1.0	147272335.0	147272408.0	574515	ENSG00000207641
MIR514A1	MIR514-1|MIRN514-1|hsa-mir-514a-1|mir-514a-1	X	-1.0	147279247.0	147279344.0	574516	ENSG00000207868
MIR514A2	MIR514-2|MIRN514-2|hsa-mir-514a-2	X	-1.0	147281943.0	147282030.0	574517	ENSG00000207866
MIR514A3	MIR514-3|MIRN514-3|hsa-mir-514a-3	X	-1.0	147284641.0	147284728.0	574518	ENSG00000207867
NUDT15P1	-	8	1.0	54600000.0	60600000.0	574532	
NUDT15P2	-	17	1.0	27400000.0	33500000.0	574533	
UGT2A2	UDPGT 2A2	4	-1.0	69588417.0	69639642.0	574537	ENSG00000271271
LOC574538	-	12	1.0	0.0	3200000.0	574538	ENSG00000249695
SNORD101	U101	6	1.0	132815307.0	132815379.0	594837	ENSG00000206754
SNORD100	HBII-429	6	1.0	132816802.0	132816877.0	594838	ENSG00000221500
SNORA33	ACA33	6	1.0	132817219.0	132817348.0	594839	ENSG00000200534
ZFAT-AS1	NCRNA00070|SAS-ZFAT|ZFAT-AS|ZFATAS	8	1.0	134598071.0	134600689.0	594840	ENSG00000248492
WDR45P1	WDR45P	4	1.0	150200000.0	154600000.0	594841	
HAS2-AS1	HAS2-AS|HAS2AS|HASNT|NCRNA00077	8	1.0	121500000.0	126300000.0	594842	
CPLX3	CPX-III|CPXIII|Nbla11589	15	1.0	74826627.0	74831802.0	594855	ENSG00000213578
NPS	-	10	1.0	127549309.0	127553540.0	594857	ENSG00000214285
SNORD16	U16	15	-1.0	66502812.0	66502910.0	595097	ENSG00000199673
SNORD18A	U18A	15	-1.0	66503243.0	66503314.0	595098	ENSG00000200623
SNORD18B	U18B	15	-1.0	66502020.0	66502091.0	595099	ENSG00000202529
SNORD18C	U18C	15	-1.0	66501250.0	66501318.0	595100	ENSG00000199574
SMG1P5	-	16	-1.0	30285018.0	30335395.0	595101	ENSG00000291266
PGM5P2	-	9	-1.0	41006999.0	41074957.0	595135	ENSG00000290923
KLKP1	KARMA|KLK31P|KRSP1|PsiKLK1|YKLK1	19	-1.0	50882096.0	50896398.0	606293	ENSG00000290915
CYB5RL	-	1	-1.0	54169651.0	54200036.0	606495	ENSG00000215883
SNORD68	HBII-202	16	1.0	88700000.0	90338345.0	606500	
UBE2MP1	-	16	1.0	28500000.0	35300000.0	606551	
LINC02905	C8orf49|G4DM	8	1.0	6300000.0	12800000.0	606553	
LOC606724	-	16	1.0	28500000.0	35300000.0	606724	
NPIPB13	-	16	-1.0	30222897.0	30255268.0	613037	ENSG00000198064
LOC613038	-	16	1.0	28500000.0	35300000.0	613038	ENSG00000290692
CYP51A1-AS1	LRRD1-AS1	7	1.0	92134604.0	92180725.0	613126	ENSG00000188693
IFITM8P	-	8	1.0	61300000.0	65100000.0	613204	
LOC613206	-	9	1.0	123100000.0	127500000.0	613206	ENSG00000235204
DEFB135	DEFB136	8	1.0	11982256.0	11984590.0	613209	ENSG00000205883
DEFB136	DEFB137	8	-1.0	11973937.0	11974599.0	613210	ENSG00000205884
DEFB134	-	8	-1.0	11993174.0	12000752.0	613211	ENSG00000205882
CTXN3	KABE	5	1.0	127649082.0	127658630.0	613212	ENSG00000205279
HIGD1C	GM921	12	1.0	50952538.0	50970607.0	613227	ENSG00000214511
DEFA1A3	DEFA1|DEFA3|DEFT1P	8	1.0	6300000.0	12800000.0	613253	
LOC613266	-	20	1.0	12000000.0	17900000.0	613266	ENSG00000286546
SERINC4	-	15	-1.0	43794162.0	43800220.0	619189	ENSG00000184716
FDPSP2	FDPSL2|FDPSL2A|FPSL2	7	1.0	72700000.0	77900000.0	619190	
SCART1	-	10	1.0	133453928.0	133523558.0	619207	ENSG00000214279
FAM229B	C6orf225	6	1.0	112087591.0	112102790.0	619208	ENSG00000203778
PA2G4P3	HsT2542|PA2G4L4	18	1.0	21500000.0	27500000.0	619212	
ZNF704	Gig1	8	-1.0	80628451.0	80874781.0	619279	ENSG00000164684
LINC01298	C8orf69	8	-1.0	95206876.0	95216525.0	619344	ENSG00000253351
SETP3	SETP13	17	1.0	52100000.0	59500000.0	619349	
LINC00589	C8orf75|TSLNC8	8	-1.0	29673922.0	29748109.0	619351	ENSG00000251191
MBOAT4	FKSG89|GOAT|OACT4	8	-1.0	30131671.0	30144665.0	619373	ENSG00000177669
SCARNA9	Z32|mgU2-19/30	11	1.0	93721513.0	93721865.0	619383	ENSG00000254911
MSSD	-	17	1.0	0.0	3400000.0	619407	
PSNP2	-	1	1.0	185800000.0	190800000.0	619408	
MDCMP	-	4	1.0	0.0	4500000.0	619409	
FAM90A21P	-	8	1.0	6300000.0	12800000.0	619418	
FAM85A	-	8	1.0	6300000.0	12800000.0	619423	
LINC00051	C8orf43|NCRNA00051	8	1.0	142198356.0	142209003.0	619434	ENSG00000254008
RPS26P7	HsT24280|RPS26_15_908	8	1.0	54600000.0	60600000.0	619443	
RPL10P3	bA567J2.2	9	-1.0	117180628.0	117181095.0	619445	ENSG00000230734
RPS12P2	RPS12_9_1071|bA40F6.3	10	-1.0	80215851.0	80216119.0	619448	ENSG00000234319
RPIAP1	-	18	1.0	61300000.0	63900000.0	619449	
RPS29P2	HsT23291|RPS29_12_897	8	1.0	39900000.0	43200000.0	619452	
SPANXA2-OT1	CXorf18	X	1.0	141177284.0	141649927.0	619455	ENSG00000277215
UBE2WP1	UBE2WP	1	1.0	96418594.0	96418933.0	619457	ENSG00000234422
RPL31P9	-	18	-1.0	67137611.0	67137751.0	619464	ENSG00000264054
ERVK-8	ERVK8|HERV-K115|PR|Protease|Proteinase|envK6	8	1.0	6300000.0	12800000.0	619465	
CMT2H	-	8	1.0	85900000.0	92300000.0	619496	
SNORD74	SNORD74A|U74|Z18	1	1.0	173000000.0	176100000.0	619498	
SNORA27	ACA27	13	1.0	27255401.0	27255526.0	619499	ENSG00000207051
SNORA21	ACA21	17	-1.0	38852863.0	38852994.0	619505	ENSG00000199293
SSBP3-AS1	C1orf191|MST128|MSTP128	1	1.0	54236440.0	54239063.0	619518	ENSG00000198711
TWF1P1	A6ps1|PTK9P|PTK9P1	17	1.0	27400000.0	33500000.0	619519	
MIR483	MIRN483|hsa-mir-483|mir-483	11	-1.0	2134134.0	2134209.0	619552	ENSG00000207805
MIR484	MIRN484|hsa-mir-484|mir-484	16	1.0	15643294.0	15643372.0	619553	ENSG00000283736
MIR486-1	MIR486|MIRN486|hsa-mir-486|hsa-mir-486-1|mir-486-1	8	-1.0	41660441.0	41660508.0	619554	ENSG00000274705
MIR487A	MIRN487|MIRN487A|hsa-mir-487|mir-487a	14	1.0	101052446.0	101052525.0	619555	ENSG00000207742
MIR455	MIRN455|hsa-mir-455|mir-455	9	1.0	114209434.0	114209529.0	619556	ENSG00000207726
SNORA3A	ACA3|SNORA3|SNORA45A	11	1.0	8684227.0	8684356.0	619562	ENSG00000200983
SNORA7A	ACA7	3	-1.0	12840312.0	12840450.0	619563	ENSG00000207496
SNORD72	HBII-240	5	-1.0	40832656.0	40832735.0	619564	ENSG00000212296
SNORA52	ACA52	11	1.0	811681.0	811814.0	619565	ENSG00000199785
SNORD2	R39B|SNR39B	3	1.0	186784796.0	186784864.0	619567	ENSG00000238942
SNORA4	ACA4	3	1.0	186787612.0	186787749.0	619568	ENSG00000263776
SNORA41	ACA41|SNORA41A	2	1.0	206162228.0	206162359.0	619569	ENSG00000207406
SNORD95	U95	5	-1.0	181243312.0	181243379.0	619570	ENSG00000264549
SNORD96A	U96A	5	-1.0	181241814.0	181241892.0	619571	ENSG00000272296
RPL21P19	RPL21_7_151	1	-1.0	204346776.0	204347258.0	641293	ENSG00000219133
SMG1P1	-	16	1.0	22437401.0	22491826.0	641298	ENSG00000237296
RPL31P11	RPL31_1_108	1	-1.0	161683695.0	161685252.0	641311	ENSG00000213075
SAR1AP2	SAR1P2|SARA1P	10	1.0	125700000.0	128800000.0	641312	
ZNF674	MRX92|ZNF673B	X	-1.0	46497725.0	46545457.0	641339	ENSG00000251192
SLC7A11-AS1	-	4	1.0	138057464.0	138178177.0	641364	ENSG00000250033
LINC00616	-	4	-1.0	137978547.0	138131182.0	641365	ENSG00000248307
CCNYL6	-	19	1.0	21750747.0	21753438.0	641367	ENSG00000269845
ACOT1	ACH2|CTE-1|LACH2	14	1.0	73537143.0	73543796.0	641371	ENSG00000184227
ACOT6	C14orf42|c14_5530	14	1.0	73610945.0	73619888.0	641372	ENSG00000205669
ARL5AP5	-	X	1.0	74700000.0	76800000.0	641378	
ARL5AP4	-	22	1.0	23100000.0	25500000.0	641379	
ARL5AP2	-	10	1.0	97500000.0	100100000.0	641380	
LOC641381	-	2	1.0	147900000.0	149000000.0	641381	
ARL5AP1	-	X	1.0	117400000.0	121800000.0	641382	
LINC02912	TMEM75	8	-1.0	127946559.0	127948723.0	641384	ENSG00000280055
SNORA19	ACA19	10	-1.0	119060011.0	119060138.0	641451	ENSG00000207468
POTEM	ACT|P704P|POTE14beta	14	1.0	18967434.0	19003752.0	641455	ENSG00000222036
CRIP1P2	-	3	1.0	23800000.0	26300000.0	641456	
CRIP1P4	-	22	1.0	23100000.0	25500000.0	641457	
TSC22D1-AS1	-	13	1.0	44575893.0	44580432.0	641467	ENSG00000278156
MGAT4EP	-	1	1.0	202820266.0	202827225.0	641515	ENSG00000184774
KC6	-	18	-1.0	41465783.0	41632185.0	641516	ENSG00000267313
DEFB109B	DEF109P1B|DEFB109|DEFB109P1B|HBD9	8	1.0	7312722.0	7320096.0	641517	ENSG00000206034
LEF1-AS1	LEF1NAT	4	1.0	108167525.0	108258037.0	641518	ENSG00000232021
RPL36AP6	RPL36A_12_1002|bA380I20.1	9	1.0	105400000.0	108500000.0	641556	
RPL21P5	-	14	-1.0	31111569.0	31112239.0	641613	ENSG00000258640
RPL23AP8	RPL23AP9|RPL23A_34_1351	14	1.0	34694170.0	34694644.0	641614	ENSG00000241582
RPL9P3	RPL9_8_1354	14	1.0	35262462.0	35263036.0	641616	ENSG00000240392
SNORD87	HBII-276|U87	8	-1.0	66922467.0	66922555.0	641648	ENSG00000254341
TMEM91	DSPC3|IFITMD6|SynDIG3	19	1.0	41350911.0	41384083.0	641649	ENSG00000142046
HEPN1	-	11	1.0	124919250.0	124920677.0	641654	ENSG00000221932
LOC641695	-	12	1.0	75300000.0	79900000.0	641695	ENSG00000257872
ECSCR	ARIA|ECSM2	5	-1.0	139448560.0	139462743.0	641700	ENSG00000249751
FAM138F	F379	19	-1.0	76163.0	77686.0	641702	ENSG00000282591
LOC641708	-	6	1.0	155200000.0	160600000.0	641708	
LOC641746	-	7	1.0	62100000.0	67500000.0	641746	
SPDYE14	SPDYE13|SPDYE14P	7	1.0	75307376.0	75317429.0	641776	ENSG00000286137
RPL31P39	RPL31_11_842	7	-1.0	125300504.0	125300878.0	641790	ENSG00000213291
FAM185BP	FAM185B	7	1.0	72700000.0	77900000.0	641808	
SLC23A4P	SLC23A4	7	1.0	132900000.0	138500000.0	641842	
UNC93B2	UNC93B2P	7	1.0	4500000.0	7200000.0	641922	
FAM86LP	-	7	-1.0	6931684.0	6939603.0	641924	ENSG00000242731
SEPTIN7P2	SEPT13|SEPT7B|SEPT7P2	7	1.0	45400000.0	49000000.0	641977	ENSG00000291207
GUSBP10	-	7	1.0	53900000.0	58100000.0	642006	
GUSBP12	-	7	-1.0	57200825.0	57203597.0	642007	ENSG00000169325
LOC642131	-	15	1.0	20500000.0	25500000.0	642131	
FRG1JP	-	9	1.0	61500000.0	65000000.0	642236	
GAPDHP70	GAPDHL15|GAPDL15	11	1.0	85900000.0	88600000.0	642259	
NCOA4P4	-	5	1.0	136900000.0	140100000.0	642262	
FAM110C	-	2	-1.0	38814.0	46870.0	642273	ENSG00000184731
ZNF876P	-	4	1.0	212610.0	255985.0	642280	ENSG00000290382
SLC25A1P5	-	19	-1.0	27805423.0	27806205.0	642290	ENSG00000267323
MAPRE1P2	-	4	1.0	27700000.0	35800000.0	642305	
RPL19P15	RPL19_10_1014	9	1.0	130600000.0	131100000.0	642306	ENSG00000232172
BMS1P15	-	15	1.0	20153776.0	20160826.0	642311	ENSG00000258780
GAPDHP15	GAPDH-Lp|GAPDP15|b55C20.4	6	-1.0	57967687.0	57968661.0	642317	ENSG00000214563
TAGLN2P2	-	8	1.0	29000000.0	36700000.0	642319	ENSG00000254316
RPL36AP31	RPL36A_13_923	8	1.0	85900000.0	92300000.0	642320	
FTLP17	-	1	1.0	101800000.0	106700000.0	642337	
MIR4500HG	-	13	-1.0	87427214.0	87674235.0	642345	ENSG00000228824
LOC642355	-	7	1.0	138500000.0	143400000.0	642355	
EEF1GP5	-	X	1.0	115702811.0	115704120.0	642357	ENSG00000234785
LOC642361	-	10	1.0	75900000.0	80300000.0	642361	ENSG00000272447
ISL1-DT	-	5	1.0	48800000.0	51400000.0	642366	
SPOPLP2	-	4	1.0	65500000.0	69400000.0	642381	
RBM17P2	-	9	-1.0	67211663.0	67213067.0	642389	ENSG00000273999
ADARB2-AS1	C10orf109|NCRNA00168	10	1.0	1526637.0	1556988.0	642394	ENSG00000205696
PSPC1P1	-	13	-1.0	19201637.0	19227432.0	642395	ENSG00000227879
GOLGA6L17P	GOLGA6L21P	15	1.0	81400000.0	84700000.0	642402	
CTSLP6	CTSL1P6|CTSLL6|bA479O17.1	10	1.0	75900000.0	80300000.0	642413	
LOC642414	-	11	1.0	88600000.0	93000000.0	642414	
IGKV1OR10-1	-	10	1.0	41600000.0	45500000.0	642424	
TRIM53BP	TRIM53B|TRIM53L|TRIM53L1|TRIM80P	11	1.0	88600000.0	93000000.0	642425	
LINC02297	-	14	-1.0	18630318.0	18633634.0	642426	ENSG00000257504
ADH5P4	ADH5B|RCADH5|bA707M13.2	6	1.0	62700000.0	69200000.0	642443	
TRIM64B	-	11	-1.0	89870438.0	89878487.0	642446	ENSG00000189253
KRT18P23	-	22	1.0	44566965.0	44568247.0	642448	ENSG00000215333
RPL7P46	RPL7_26_1472	16	1.0	10400000.0	12500000.0	642451	
ANKRD30BP1	ANKRD30BP|C21orf110|PRED4	21	-1.0	13384249.0	13427773.0	642460	ENSG00000175302
IARS2P1	-	8	-1.0	87598462.0	87601634.0	642461	ENSG00000251563
LOC642474	-	4	1.0	65500000.0	69400000.0	642474	ENSG00000196472
MROH6	C8orf73	8	-1.0	143566192.0	143572772.0	642475	ENSG00000204839
LINC03069	-	18	-1.0	56003613.0	56191262.0	642484	ENSG00000206129
H1-8P1	-	3	1.0	63800000.0	69700000.0	642487	
FKBP1C	-	6	1.0	63211446.0	63213024.0	642489	ENSG00000198225
LOC642490	-	9	1.0	65000000.0	69300000.0	642490	
RPL29P25	RPL29_15_1277	12	1.0	108600000.0	111300000.0	642493	
LOC642496	-	4	1.0	65500000.0	69400000.0	642496	
LOC642502	CYB560|CYBL|QPs-1|QPs1|SDH3|SDHC	17	1.0	0.0	3400000.0	642502	
KCTD9P6	-	8	1.0	29000000.0	36700000.0	642513	
PRRT1B	DSPD2|IFITMD8	9	1.0	131545523.0	131559815.0	642515	ENSG00000283526
AGAP9	AGAP-9|CTGLF6|bA301J7.2	10	-1.0	47501854.0	47523638.0	642517	ENSG00000204172
C1DP3	bA369J21.2	10	1.0	75900000.0	80300000.0	642521	
RPL36P11	RPL36_1_620	5	1.0	140609085.0	140609400.0	642531	ENSG00000240518
C1DP2	bA369J21.3	10	1.0	75900000.0	80300000.0	642538	
HK2P1	HK2P	X	1.0	76800000.0	85400000.0	642546	
LOC642550	-	12	1.0	75300000.0	79900000.0	642550	
LOC642554	-	6	1.0	62700000.0	69200000.0	642554	
POU5F1P3	OCT3|OCT4|OCT4-pg3|OTF-3|OTF3|OTF3L|Oct-3|Oct-4|POU5F1|POU5F1L|POU5FLC12	12	-1.0	8133772.0	8134849.0	642559	ENSG00000235602
TRIM53AP	TRIM53|TRIM53P|TRIM80P	11	-1.0	89993536.0	89999741.0	642569	ENSG00000225581
IQANK1	CACClnc|FAM83H-AS1|FAM83HAS1|onco-lncRNA-3	8	1.0	143734139.0	143790645.0	642574	ENSG00000203499
LOC642579	-	11	1.0	88600000.0	93000000.0	642579	
HSPA8P14	-	12	1.0	111300000.0	111900000.0	642580	
VDAC1P1	VDAC1P	X	1.0	76800000.0	85400000.0	642585	
MIR205HG	LEADR|LINC00510|NPC-A-5	1	1.0	209428817.0	209432848.0	642587	ENSG00000230937
LOC642590	-	6	1.0	69200000.0	75200000.0	642590	
EIF5AP4	EIF5AL3	10	1.0	75900000.0	80300000.0	642592	
AKAIN1	C18orf42	18	-1.0	5142911.0	5197503.0	642597	ENSG00000231824
TRIM49C	TRIM49L2	11	1.0	90031106.0	90042025.0	642612	ENSG00000204449
C2orf69P2	-	16	1.0	35300000.0	36800000.0	642614	
UBTFL1	C11orf27|HMGPI	11	1.0	90085950.0	90087131.0	642623	ENSG00000255009
MYL6P4	-	7	1.0	138500000.0	143400000.0	642627	
TSPY15P	-	Y	1.0	600000.0	10300000.0	642631	
FAM230B	-	22	1.0	21167758.0	21192156.0	642633	ENSG00000215498
TUBAP13	-	2	-1.0	153420677.0	153421957.0	642635	ENSG00000242575
RAD21L1	RAD21L|dJ545L17.2	20	1.0	1226044.0	1296421.0	642636	ENSG00000244588
RPSAP54	RPSA_26_1300	13	1.0	20961310.0	20962195.0	642641	ENSG00000213621
FAM230E	LINC01662	22	1.0	18733914.0	18757906.0	642643	ENSG00000182824
LINC02939	-	22	1.0	43800000.0	48100000.0	642648	
RARRES2P8	-	16	1.0	35300000.0	36800000.0	642652	
SCX	SCXA|SCXB|bHLHa48	8	1.0	144266453.0	144268481.0	642658	ENSG00000260428
HNRNPA1L3	HNRNPA1P48	16	1.0	51553436.0	51647132.0	642659	ENSG00000224578
TOMM40P1	-	14	1.0	18200000.0	24100000.0	642661	
CICP17	-	7	1.0	50500000.0	53900000.0	642663	
CDRT15P13	-	14	1.0	18200000.0	24100000.0	642669	
LOC642677	-	15	1.0	81400000.0	84700000.0	642677	
KIF18BP1	-	16	1.0	35300000.0	36800000.0	642683	
RPS11P7	RPS11_4_1771	X	1.0	39865424.0	39865888.0	642687	ENSG00000214047
CEP19P1	-	2	1.0	234700000.0	236400000.0	642692	
LOC642696	-	16	1.0	10400000.0	12500000.0	642696	
CBX3P6	-	2	1.0	154000000.0	158900000.0	642721	
SETP22	-	5	1.0	93000000.0	98900000.0	642737	
RPL21P69	RPL21_27_774	6	-1.0	159526062.0	159526527.0	642738	ENSG00000216480
RPL9P11	RPL9_1_9	1	1.0	9100000.0	12500000.0	642740	ENSG00000231181
RPL3P7	RPL3_3_732	6	-1.0	108004357.0	108005568.0	642741	ENSG00000225093
EIF4A1P9	-	17	1.0	0.0	3400000.0	642746	
TBC1D22A-AS1	-	22	-1.0	46914092.0	46916042.0	642757	ENSG00000280080
ABCD1P5	-	2	1.0	91800000.0	93900000.0	642762	
DANT2	-	X	-1.0	115694880.0	115969148.0	642776	ENSG00000235244
NPIPA3	-	16	1.0	14703411.0	14726342.0	642778	ENSG00000224712
EEF1A1P49	-	11	1.0	92914603.0	92916591.0	642791	ENSG00000255127
TSPY18P	-	Y	1.0	9869664.0	9870781.0	642796	ENSG00000231874
DNAH10OS	-	12	1.0	120300000.0	125400000.0	642797	
NPIPA2	NPIP|NPIPA1	16	1.0	14742533.0	14765462.0	642799	ENSG00000254852
CCDC137P1	CCDC137P	3	1.0	72086888.0	72087725.0	642802	ENSG00000242609
API5P1	API5L1	X	1.0	109400000.0	117400000.0	642812	
ST13P21	-	1	1.0	106700000.0	111200000.0	642818	
ZNF487	KRBO1|ZNF487P	10	1.0	43436841.0	43483181.0	642819	ENSG00000243660
BMS1P2	BMS1LP2|BMS1LP6|BMS1P6|bA144G6.1	10	1.0	45500000.0	48600000.0	642826	
RPL6P10	RPL6_9_488	4	1.0	65573459.0	65574328.0	642828	ENSG00000243199
MEP1AP1	MEP1AL1	9	1.0	40000000.0	42200000.0	642840	
CPSF4L	-	17	-1.0	73248449.0	73262352.0	642843	ENSG00000187959
LOC642846	-	12	1.0	5300000.0	10000000.0	642846	
LINC00205	LVBU|NCRNA00205	21	1.0	45288035.0	45297806.0	642852	ENSG00000223768
SPATA42	AKNAD1-AS1|SRG7	1	1.0	108857217.0	108858524.0	642864	ENSG00000203897
SETP4	-	X	1.0	76800000.0	85400000.0	642869	
SMARCE1P4	-	8	1.0	36700000.0	38500000.0	642879	
CNN2P2	-	9	1.0	40000000.0	42200000.0	642888	
NAA50P1	-	11	1.0	55800000.0	60100000.0	642890	
RPS29P3	RPS29_7_451|bcm2758	3	1.0	192600000.0	198295559.0	642892	
LOC642897	-	11	1.0	93000000.0	97400000.0	642897	
NIFKP8	MKI67IPP8	15	-1.0	85181210.0	85182083.0	642907	ENSG00000259449
CTBP2P4	-	5	1.0	98576341.0	98577260.0	642909	ENSG00000251102
CIBAR1-DT	LINC00535	8	-1.0	93213302.0	93700433.0	642924	ENSG00000246662
LOC642929	-	9	1.0	65000000.0	69300000.0	642929	
CERNA2	HOST2|lncRNA-HOST2	10	-1.0	84167228.0	84172093.0	642934	ENSG00000285972
ADAMTS7P4	-	15	-1.0	85255369.0	85270892.0	642935	ENSG00000218052
INSYN2A	C10orf141|FAM196A|INSYN2	10	-1.0	127135426.0	127196591.0	642938	ENSG00000188916
LOC642943	-	9	1.0	91200000.0	93900000.0	642943	
FLVCR1-DT	FLVCR1-AS1|LQK1|NCRNA00292	1	-1.0	212852105.0	212858139.0	642946	ENSG00000198468
SNX18P2	-	9	-1.0	92893698.0	92894505.0	642952	ENSG00000232843
RBBP4P1	RBBP4P	5	1.0	9900000.0	15000000.0	642954	
FABP5P9	FABP5L9	15	1.0	84700000.0	88500000.0	642956	
HNRNPA1P55	-	4	1.0	69400000.0	75300000.0	642958	
ALOX15P2	-	9	1.0	92913156.0	92921560.0	642959	ENSG00000188101
FAM163B	C9orf166	9	-1.0	133577081.0	133609389.0	642968	ENSG00000196990
LOC642969	-	12	1.0	92200000.0	95800000.0	642969	
TMEM230P2	-	11	1.0	55800000.0	60100000.0	642975	
GRIK1-AS1	C21orf9|GRIK1-AS|GRIK1AS|NCRNA00110	21	1.0	25500000.0	30200000.0	642976	
TMEM232	-	5	-1.0	110289233.0	110738956.0	642987	ENSG00000186952
NFE2L3P1	-	18	1.0	58600000.0	61300000.0	642996	
DUX4L17	DUXY3	Y	1.0	11314921.0	11316187.0	643001	ENSG00000259154
RPS26P28	RPS26_11_544	5	1.0	15000000.0	18400000.0	643003	
RPL36AP8	RPL36A_20_1424	15	1.0	33400000.0	39800000.0	643007	
SMIM5	C17orf109|PP12104	17	1.0	75633434.0	75641404.0	643008	ENSG00000204323
LOC643014	-	4	1.0	69400000.0	75300000.0	643014	ENSG00000251017
LOC643015	-	X	1.0	148000000.0	156040895.0	643015	ENSG00000183171
MTND5P10	-	5	-1.0	100046977.0	100048785.0	643031	ENSG00000271687
DUX4L19	DUXY4	Y	1.0	11332329.0	11333595.0	643034	ENSG00000258991
SLED1	-	4	-1.0	184798296.0	184799046.0	643036	ENSG00000249138
C11orf97	LINC01171	11	1.0	94512461.0	94532123.0	643037	ENSG00000257057
SHISA5P1	-	X	1.0	37800000.0	42500000.0	643043	
ACTR3BP1	-	Y	1.0	10600000.0	12400000.0	643050	
IFITM3P6	-	12	1.0	46000000.0	48700000.0	643058	
LOC643067	-	6	1.0	69200000.0	75200000.0	643067	ENSG00000181514
BAZ2B-AS1	-	2	1.0	159615292.0	159618637.0	643072	ENSG00000224152
RPL26P22	RPL26_5_860	7	1.0	143400000.0	148200000.0	643101	ENSG00000229977
KRT223P	-	17	-1.0	40719034.0	40721932.0	643115	ENSG00000229028
SRSF8BP	-	11	1.0	93000000.0	97400000.0	643118	
TRIM51JP	-	2	1.0	95574901.0	95580769.0	643126	ENSG00000232717
ZC3H11B	ZC3HDC11B	1	-1.0	219608012.0	219613105.0	643136	ENSG00000215817
